SEX,AGE,EDUCATION,INCOME,ACTIVITY,CHURN,NEGTWEETS,STATE
M,47,1,20329,3,0,4,NC
M,62,1,20327,3,0,4,IA
M,48,4,20326,0,0,4,NM
M,78,1,20323,0,0,3,NV
F,64,1,20322,2,0,3,KS
F,59,1,20321,5,0,2,ME
M,34,1,20321,2,0,2,UT
F,60,1,20319,1,0,3,IA
M,27,1,20318,1,1,10,OR
F,59,1,20317,2,0,3,UT
M,23,1,20315,5,0,3,SC
M,50,1,20313,4,0,3,ME
F,81,1,20309,2,0,1,WI
F,55,1,20309,3,0,5,DC
M,53,1,20308,4,1,11,MD
M,37,4,20307,2,0,2,VT
F,32,4,20303,1,1,10,ID
F,63,1,20295,2,0,3,CT
F,67,4,20283,5,0,2,IL
M,34,4,20278,1,1,13,WA
F,49,1,20276,3,0,3,MO
F,64,1,20274,3,0,4,MN
F,48,1,20274,2,0,3,WY
F,27,1,20270,4,1,8,CA
F,71,4,20265,3,0,3,IN
F,56,4,20264,3,0,4,CA
M,42,4,20255,1,1,14,CA
M,41,1,20253,0,1,9,OR
F,30,1,20250,3,0,3,IL
M,65,1,20246,2,0,3,AZ
F,30,1,20243,4,1,11,CA
M,57,4,20243,3,1,5,PA
M,59,1,20241,4,0,4,AL
M,41,1,20238,5,0,3,OH
F,22,1,20238,4,0,1,MS
F,58,1,20237,2,0,3,WI
F,41,1,20235,5,0,3,SD
F,54,4,20232,4,0,2,OR
M,56,1,20227,3,1,13,MI
M,74,1,20220,2,0,4,TX
F,48,1,20216,1,0,2,IA
M,49,2,20216,2,0,2,SD
F,51,1,20214,0,0,4,GA
F,38,1,20213,4,0,2,LA
F,48,1,20206,2,0,4,NV
F,39,1,20205,1,1,8,WA
M,46,4,20205,2,0,3,MN
F,33,4,20204,4,0,3,MN
F,47,1,20204,2,0,4,DE
F,31,4,20203,2,1,10,PA
M,36,1,20202,5,0,3,ND
F,30,4,20200,1,0,3,MA
M,56,1,20190,3,0,3,NM
M,23,1,20181,1,1,13,ND
F,35,1,20179,5,0,5,FL
F,69,1,20176,4,0,4,WY
F,32,4,20172,0,1,12,OR
M,60,4,20170,1,0,4,NV
M,70,1,20170,3,0,3,MO
M,31,1,20168,2,1,10,MI
F,46,4,20167,2,0,3,NJ
M,21,1,20161,3,0,3,KY
F,72,1,20160,5,0,2,ND
M,46,1,20159,0,1,15,WA
F,47,4,20156,1,1,11,MD
F,62,1,20155,2,0,3,SD
F,85,1,20152,5,0,3,MA
F,36,4,20152,2,0,4,AK
F,62,4,20151,2,0,2,VA
M,45,4,20149,3,0,2,MD
M,57,1,20148,2,0,2,KY
M,65,1,20147,5,0,3,MI
M,90,4,20147,5,0,1,GA
M,48,2,20142,1,1,7,MD
M,21,1,20138,4,0,5,ME
M,65,1,20138,1,0,3,WI
F,63,1,20137,4,0,5,IA
M,54,1,20135,3,0,4,PA
F,27,1,20123,2,0,4,KS
M,69,1,20122,1,1,8,WA
M,29,1,20122,0,1,10,MI
F,68,4,20120,4,0,2,KS
M,41,1,20120,4,0,2,MS
M,44,1,20118,4,0,2,FL
F,41,1,20118,1,1,13,ND
M,82,4,20115,1,0,5,AK
F,46,1,20106,3,1,8,MI
F,45,4,20101,1,1,7,CA
M,58,1,20098,1,0,5,OR
M,81,4,20095,1,0,2,LA
M,50,1,20095,2,0,3,IA
M,41,1,20094,1,1,12,MD
M,55,1,20093,3,0,3,DE
M,36,1,20093,2,0,3,PA
M,42,1,20091,2,0,2,NE
F,49,4,20089,1,1,17,ND
F,49,1,20089,5,0,2,ND
M,22,1,20088,2,1,11,PA
F,45,1,20088,5,0,4,DC
M,54,2,20086,2,0,1,OK
M,49,4,20080,1,0,2,LA
F,30,1,20079,2,0,3,NH
M,24,2,20077,1,1,15,MD
M,38,1,20077,4,0,2,VA
M,26,4,20071,2,0,4,IA
M,43,1,20069,2,0,3,PA
F,61,1,20069,3,0,3,MA
F,72,1,20067,2,0,2,NE
F,33,1,20062,1,1,9,PA
M,59,4,20060,2,0,3,MD
M,54,1,20060,2,0,4,ND
M,45,4,20046,2,0,2,AL
F,21,1,20045,3,0,4,RI
F,75,4,20044,5,0,2,NE
F,33,4,20041,5,0,4,AL
M,30,1,20041,0,1,9,ND
F,41,1,20038,4,0,2,FL
M,30,4,20038,3,0,4,UT
F,55,4,20037,3,0,5,MA
F,53,4,20037,5,0,2,MN
M,33,4,20035,4,0,5,GA
M,39,1,20034,0,0,3,RI
F,39,1,20034,5,1,5,WA
M,49,2,20032,0,0,4,NC
F,55,4,20032,1,1,10,MI
F,53,1,20031,0,0,3,DC
M,70,4,20030,2,0,2,LA
F,39,4,20027,3,0,4,CT
M,51,1,20024,2,0,5,ID
M,44,4,20024,0,1,11,CA
F,44,1,20022,5,0,3,MD
F,64,1,20022,2,0,2,WV
F,56,1,20019,4,0,2,NY
F,53,1,20018,1,0,4,OK
M,48,1,20017,2,0,4,MS
M,31,1,20017,2,1,8,MI
M,47,1,20008,4,0,4,NM
F,52,4,20008,0,1,12,PA
F,48,4,20007,5,0,3,KY
M,54,4,20005,4,0,3,SC
F,55,1,20000,3,1,6,CA
M,46,1,19994,3,0,1,IN
F,27,1,19993,2,0,3,ME
F,45,1,19992,4,1,7,ID
F,50,1,19991,2,0,3,NJ
M,49,4,19985,2,0,3,TX
F,30,1,19981,2,0,3,UT
F,51,4,19978,0,0,2,ND
F,42,4,19978,1,1,10,OR
F,79,1,19977,0,0,1,AL
M,43,1,19977,1,1,8,MI
M,72,1,19974,3,0,5,CT
M,27,1,19971,1,1,12,MI
M,60,4,19970,1,1,14,ND
F,70,1,19965,0,0,2,VA
F,47,1,19962,2,0,5,TX
F,21,1,19961,2,1,8,MI
M,34,1,19960,2,0,2,VT
M,62,1,19956,1,1,3,ID
M,40,1,19954,2,0,2,ND
M,46,4,19953,2,0,2,WA
M,29,4,19945,1,0,1,DC
M,74,1,19945,1,0,3,WA
F,66,4,19935,2,0,4,IN
M,46,4,19935,3,0,4,AR
F,37,4,19934,5,1,4,MI
M,26,1,19931,2,0,3,ND
M,51,1,19931,3,0,4,SD
F,66,1,19928,1,0,4,AZ
F,48,1,19928,2,0,2,KY
F,53,1,19920,2,0,3,MN
M,41,1,19918,0,1,8,MD
M,39,1,19911,1,0,4,SC
M,46,1,19910,2,0,4,FL
F,38,1,19906,0,1,10,WA
F,31,4,19902,2,0,2,ME
F,56,1,19901,2,0,4,NE
M,50,1,19900,2,0,3,MA
M,39,1,19899,2,0,3,WV
M,39,1,19899,2,0,2,IA
M,43,4,19893,3,0,4,MA
M,43,1,19890,1,1,10,ND
M,30,1,19889,2,1,4,ND
M,42,4,19888,2,0,3,SD
M,50,1,19888,1,0,4,KY
F,27,1,19884,4,1,9,ID
F,32,4,19880,2,1,11,ND
F,67,1,19880,0,1,2,PA
F,65,1,19877,5,1,11,CA
M,33,1,19874,3,0,2,OH
M,55,1,19871,2,1,12,ID
F,38,4,19870,5,0,3,MA
F,60,1,19868,3,0,4,MA
M,67,1,19862,1,0,4,LA
M,34,1,19860,3,0,3,IN
F,38,1,19856,2,0,2,NC
M,25,4,19854,5,1,16,WA
M,28,4,19853,4,0,2,AL
F,85,1,19850,0,0,6,ME
M,37,4,19842,1,1,8,WA
M,42,1,19840,0,1,16,ID
M,61,1,19839,1,1,11,PA
M,53,4,19834,2,0,4,KS
F,51,1,19832,1,0,1,RI
M,66,4,19830,2,0,3,AZ
F,59,1,19830,1,0,2,ND
M,36,1,19828,5,0,4,NM
M,49,1,19826,1,1,13,ND
M,76,4,19821,2,0,3,NE
F,57,1,19820,0,1,8,WA
F,60,1,19819,5,0,3,LA
F,38,1,19818,2,0,1,MN
M,55,1,19816,3,0,3,IL
M,47,4,19815,5,0,3,MD
M,59,1,19814,4,0,2,OR
F,38,1,19813,4,0,3,AL
F,22,4,19812,3,1,14,CA
F,23,1,19806,0,1,9,MD
M,29,1,19804,1,1,12,ID
F,45,1,19800,4,0,3,FL
M,54,1,19798,1,1,8,ND
F,26,1,19794,3,0,2,DC
F,72,1,19788,1,0,3,CT
M,46,1,19786,4,0,2,RI
F,54,1,19785,2,0,3,SC
F,25,1,19782,2,1,14,ND
F,27,1,19777,1,1,7,ND
F,42,4,19776,1,1,14,WA
M,52,4,19774,1,0,3,CT
M,32,4,19771,0,0,3,DC
M,58,1,19767,1,0,3,FL
F,29,4,19763,4,1,6,MI
F,30,4,19762,2,1,11,MI
F,20,1,19761,1,1,7,ID
F,33,4,19761,2,0,4,WA
F,59,1,19757,5,0,5,PA
M,28,1,19756,1,1,8,MD
F,37,1,19752,2,0,3,TX
F,53,1,19751,3,0,3,CA
M,46,4,19748,3,0,3,KS
F,69,1,19744,3,0,4,KS
M,38,1,19744,4,0,2,ME
M,24,1,19744,0,0,2,NH
M,34,1,19741,0,1,9,OR
M,59,1,19740,2,0,2,AR
F,58,1,19739,2,0,5,WA
F,41,4,19736,4,0,3,MS
M,69,1,19726,4,0,1,CA
F,55,4,19723,5,0,2,NM
F,32,4,19719,1,0,3,NE
M,68,4,19718,4,0,3,GA
F,42,1,19708,3,0,3,NC
F,57,1,19707,1,0,2,DC
F,34,1,19707,3,0,4,NV
M,32,1,19706,1,1,8,OR
M,42,4,19705,2,0,3,MT
M,35,1,19704,2,0,4,NE
F,56,1,19702,1,0,1,AR
F,73,1,19699,2,0,3,NV
F,27,4,19698,1,1,9,ND
F,23,1,19693,0,1,17,CA
F,59,4,19682,3,0,2,NE
M,47,1,19677,4,0,3,OH
F,36,1,19674,2,0,4,WI
F,73,1,19673,1,1,6,OR
F,68,1,19670,5,0,2,MO
M,33,1,19669,1,1,9,CA
M,41,4,19669,5,0,4,MO
M,61,1,19669,3,0,3,OK
F,35,1,19667,2,0,3,KS
F,63,4,19665,0,0,3,VA
M,70,4,19661,2,0,4,RI
F,27,1,19661,0,1,11,ND
F,30,4,19661,1,1,2,CA
F,24,1,19656,1,1,13,ND
M,67,1,19653,2,1,14,CA
M,62,1,19651,5,0,3,MA
M,42,1,19644,2,0,2,MT
F,63,4,19644,1,0,3,DE
F,54,1,19642,3,0,2,OR
F,26,1,19635,2,1,3,MI
M,70,1,19633,1,0,4,DE
M,54,1,19627,5,0,3,RI
M,55,1,19624,2,0,2,AR
F,38,1,19621,5,0,3,NM
M,33,4,19620,1,1,12,ID
F,49,1,19616,2,0,2,CT
F,35,4,19616,3,0,4,CA
M,28,1,19615,0,1,10,WA
M,52,1,19613,3,0,4,KS
M,56,1,19606,2,0,4,WY
F,43,4,19605,0,1,11,CA
M,43,1,19604,1,0,3,WY
F,66,4,19604,1,0,3,AZ
F,75,1,19602,2,0,2,GA
F,32,1,19601,2,0,4,IN
F,58,1,19597,2,0,2,VT
M,36,4,19594,2,0,5,RI
M,23,4,19593,3,0,3,PA
F,54,1,19591,1,1,12,WA
M,77,1,19589,2,0,3,KS
F,61,4,19583,1,0,3,AL
M,55,1,19582,0,0,4,NM
M,53,4,19582,1,0,2,NY
M,29,1,19578,2,0,1,VT
F,60,1,19576,1,1,13,PA
F,83,1,19569,2,0,3,NH
F,62,4,19568,2,0,2,IA
M,40,1,19566,1,1,11,MI
F,51,1,19566,3,0,2,ID
M,81,1,19558,5,0,3,AK
F,79,1,19558,3,1,12,ND
F,39,4,19557,0,1,9,MD
F,20,1,19556,1,1,6,PA
F,21,4,19555,2,1,8,WA
F,69,4,19555,4,1,14,OR
M,46,1,19553,1,0,2,AR
F,72,1,19549,4,0,2,TX
F,35,1,19548,4,0,5,NE
M,45,1,19544,5,0,3,IA
F,42,1,19536,3,0,1,WA
M,68,4,19536,2,1,15,ND
M,51,1,19535,1,0,4,PA
F,86,1,19527,0,0,3,OR
M,59,1,19526,2,0,4,DC
F,34,1,19524,1,1,12,OR
F,70,1,19510,2,0,5,CO
F,61,1,19510,4,0,4,WA
F,33,1,19509,1,1,15,MI
F,58,1,19507,1,0,3,KS
M,73,1,19507,1,0,6,KY
M,86,4,19504,3,0,3,VA
M,86,1,19503,2,0,2,VT
M,64,1,19502,2,0,6,MN
F,30,1,19498,0,1,13,MI
F,42,4,19498,4,0,2,VA
F,62,4,19497,2,0,3,MD
M,45,4,19494,2,0,4,SD
M,38,1,19493,4,0,4,AR
M,80,1,19487,0,0,3,CT
M,50,1,19483,1,0,4,FL
F,34,1,19483,0,1,10,CA
F,51,4,19482,3,0,1,VA
M,54,1,19480,2,0,4,CO
F,65,1,19478,4,0,3,CT
M,69,4,19477,2,1,11,MD
M,24,1,19469,2,0,2,NV
F,38,1,19465,0,1,7,MD
M,37,1,19465,1,1,9,MD
F,53,1,19463,4,0,3,WV
F,40,1,19462,1,0,3,VA
F,80,4,19462,1,0,4,OH
F,61,1,19457,2,0,5,VT
M,72,1,19455,0,0,2,WV
M,38,1,19454,4,0,4,NV
F,29,1,19452,3,0,3,NY
M,37,4,19451,0,1,6,CA
M,69,1,19451,3,1,8,ID
M,50,1,19448,2,0,5,ND
M,61,1,19446,4,0,4,OH
F,35,1,19443,2,0,3,SC
F,39,1,19441,2,0,1,MN
F,77,4,19439,5,0,5,VA
M,87,4,19435,4,0,2,VT
M,57,4,19425,2,0,1,OH
M,62,1,19423,2,0,4,ID
F,90,1,19422,1,0,3,VA
F,56,1,19421,2,1,13,MD
M,42,1,19420,5,0,4,CA
F,58,1,19418,5,0,4,MS
F,34,1,19416,5,0,4,WA
F,49,1,19415,1,1,16,CA
M,65,1,19414,1,0,3,CA
F,44,4,19413,1,0,4,CT
F,58,4,19411,0,1,13,MD
F,45,1,19402,4,0,3,IL
M,45,1,19401,1,0,2,FL
F,35,1,19400,3,0,4,NM
M,47,1,19391,3,0,3,NM
M,34,4,19388,0,1,9,WA
F,65,1,19387,2,0,3,ME
M,35,1,19383,2,0,3,NV
F,64,1,19380,1,0,2,ID
M,78,1,19378,5,0,3,NH
F,46,4,19368,1,1,11,MD
F,30,1,19367,4,0,4,CA
M,31,1,19367,1,1,11,MI
M,57,1,19367,2,0,3,CO
M,34,4,19367,2,0,3,CO
M,44,4,19365,4,0,4,PA
M,71,1,19360,1,0,2,IA
M,33,1,19359,1,0,3,MD
F,29,4,19358,2,0,2,NM
F,29,1,19356,1,1,12,CA
F,46,1,19348,2,0,3,OR
F,34,4,19344,5,0,4,VA
M,69,4,19338,0,0,3,CT
M,34,1,19337,1,1,5,MD
F,57,1,19336,2,0,3,ND
F,42,1,19335,5,0,4,KY
M,37,1,19334,1,1,9,ND
M,25,4,19333,1,1,6,PA
M,38,4,19333,2,0,3,CO
M,56,1,19329,1,0,1,WI
M,74,4,19328,1,0,2,OR
M,40,4,19328,4,0,2,MD
M,27,1,19325,0,1,11,OR
M,65,4,19312,1,1,10,ND
M,39,1,19312,3,0,2,ND
M,26,1,19311,3,0,3,MD
F,37,4,19305,2,1,7,ID
F,56,1,19303,2,0,2,VA
M,51,1,19302,1,0,1,NM
M,62,4,19300,2,0,3,IA
F,60,4,19297,0,0,3,NE
F,64,4,19297,3,0,4,NM
F,59,1,19290,5,0,3,WV
F,45,1,19288,3,0,2,ME
F,36,4,19282,0,1,7,PA
M,60,1,19281,0,0,3,LA
F,42,1,19281,3,0,3,IN
F,36,1,19279,1,0,2,NY
M,70,1,19277,5,0,3,VA
M,85,4,19276,2,0,4,GA
M,34,1,19276,5,0,4,TX
M,31,4,19274,5,1,9,OR
F,67,1,19273,2,0,3,MT
F,40,1,19272,2,0,2,WY
F,27,1,19269,2,0,3,CA
M,57,4,19266,4,1,10,WA
M,59,1,19259,0,0,3,CO
M,29,4,19255,4,0,2,AL
M,50,1,19252,2,0,3,SD
M,39,1,19250,3,0,2,WV
F,34,4,19249,5,0,4,MS
F,59,4,19249,0,1,13,ID
F,69,1,19248,4,0,3,WA
M,54,1,19245,0,0,4,SC
M,32,1,19245,2,0,2,AK
M,36,1,19244,2,1,15,MD
F,53,1,19244,2,0,3,WA
M,90,1,19243,3,0,4,ME
M,52,1,19243,1,1,10,PA
M,27,1,19238,3,1,15,OR
F,29,4,19236,0,0,2,WA
F,49,1,19234,5,0,3,WV
M,54,1,19234,1,0,4,KS
F,48,1,19231,2,0,1,WA
M,56,4,19230,2,0,2,ME
F,40,4,19229,2,1,6,MD
M,78,1,19227,3,0,2,WI
M,28,1,19226,2,1,7,ID
M,44,1,19226,4,0,2,CO
M,26,1,19224,5,0,3,MI
F,34,1,19218,2,0,2,OK
M,53,1,19217,2,0,2,NV
F,47,4,19217,2,0,5,RI
M,85,4,19213,2,0,2,ME
F,60,1,19211,5,0,4,TN
M,47,4,19206,1,0,4,MI
F,28,4,19204,2,1,17,ID
F,56,1,19204,3,1,10,MI
M,40,1,19204,2,0,3,NC
F,48,4,19196,3,0,3,MD
F,36,4,19196,1,0,1,SD
M,40,4,19194,2,0,4,WY
F,55,1,19194,3,1,11,WA
F,45,1,19191,4,0,4,CO
F,34,1,19185,2,1,3,CA
F,78,1,19180,1,0,1,TN
F,83,1,19177,2,0,3,MS
M,68,4,19175,3,0,3,MN
M,37,1,19175,1,1,8,MD
F,73,1,19174,2,0,4,VA
F,61,4,19169,2,0,3,MA
M,71,1,19164,3,0,4,ND
F,26,1,19159,1,1,9,MD
F,21,1,19156,2,1,6,CA
M,85,1,19156,2,0,2,GA
M,48,1,19152,1,1,12,MD
M,36,4,19152,1,0,1,OR
M,68,1,19150,2,0,3,WA
F,29,1,19149,1,1,9,MD
F,43,4,19146,4,0,2,TN
M,43,1,19144,3,0,4,SC
F,38,4,19143,2,0,4,CO
M,39,1,19141,2,0,1,MI
M,90,1,19140,3,0,1,NY
F,63,4,19140,3,0,2,CT
M,40,4,19136,1,0,3,KS
M,72,4,19135,0,1,12,MI
M,69,1,19134,0,0,2,FL
F,78,1,19132,2,0,3,ID
F,52,1,19129,3,0,4,VT
M,45,1,19127,4,0,4,TN
M,49,1,19126,2,0,2,NC
M,32,1,19125,3,0,4,MO
F,23,1,19125,2,0,5,NH
M,60,1,19124,2,0,2,IN
F,47,1,19123,4,0,5,MO
F,57,1,19123,2,0,3,MI
M,45,1,19119,1,0,3,ND
F,64,4,19119,4,0,2,OK
M,54,1,19119,2,0,4,NM
F,66,1,19117,1,0,3,DC
F,68,4,19109,3,0,2,AZ
M,47,1,19103,1,0,3,SD
F,41,4,19103,5,0,4,ND
F,27,4,19100,1,0,4,WV
M,34,1,19097,2,0,4,AK
F,26,1,19097,0,1,9,ID
F,30,1,19092,2,0,4,ND
M,52,1,19088,2,0,3,AZ
F,68,1,19086,1,0,2,MO
M,49,1,19084,0,0,4,MO
M,51,4,19082,4,0,3,OK
M,54,1,19082,3,0,3,AZ
M,25,1,19081,1,0,3,MT
M,32,1,19075,3,0,2,FL
M,55,1,19075,4,0,2,MI
F,29,1,19072,4,0,2,MS
M,79,1,19071,2,0,4,AR
F,30,1,19068,3,1,13,CA
M,52,1,19068,1,0,2,AK
F,67,4,19067,3,0,1,NE
F,35,1,19066,1,0,4,IL
M,75,1,19062,3,0,1,WI
M,66,1,19061,4,0,3,VA
M,67,1,19061,5,0,3,LA
F,47,1,19059,2,0,2,SD
M,55,1,19058,5,0,2,VT
F,42,4,19057,1,0,5,MT
M,67,1,19054,4,0,4,PA
M,52,1,19054,0,1,12,CA
M,34,1,19052,1,1,7,OR
M,44,1,19049,2,0,4,VT
M,38,4,19047,1,0,2,MN
M,39,1,19046,0,1,13,WA
M,52,1,19045,3,0,3,KY
F,74,1,19045,1,0,3,KS
F,43,4,19041,1,1,11,ID
F,58,1,19039,0,1,10,MD
M,48,1,19035,2,0,3,TN
M,49,1,19033,3,0,4,AR
F,75,1,19032,1,0,2,MN
M,39,1,19031,2,0,3,MD
F,26,1,19028,1,0,3,CT
F,50,1,19028,1,0,2,FL
F,63,1,19028,2,0,4,PA
M,24,1,19028,2,1,12,CA
M,57,1,19019,1,1,10,PA
F,60,1,19019,1,1,6,CA
M,78,4,19019,0,0,3,IN
F,69,1,19019,4,0,2,AR
M,79,1,19018,3,0,1,TN
M,41,4,19017,4,1,9,MI
F,45,4,19017,0,1,14,PA
M,75,1,19014,0,0,3,MD
F,68,1,19013,4,0,4,KY
F,55,4,19013,5,0,3,ND
M,36,4,19011,1,0,2,OH
M,46,1,19011,1,1,13,OR
M,55,1,19011,1,1,14,PA
M,48,1,19010,2,0,4,MA
M,56,1,19008,0,0,5,OR
M,60,1,19006,2,0,3,VT
F,50,4,19005,3,0,3,OK
F,63,1,19005,0,0,4,ID
M,61,4,19002,2,0,4,MN
M,37,1,19002,1,1,9,CA
M,52,1,18998,2,0,4,UT
M,50,1,18993,2,1,4,OR
F,61,4,18984,3,0,2,IA
F,21,4,18981,4,1,13,PA
M,50,4,18978,4,0,2,CO
F,50,1,18976,0,1,13,MD
M,73,4,18971,4,0,3,DC
M,48,1,18967,0,0,3,GA
M,33,1,18945,1,1,13,ID
M,42,1,18944,5,1,9,ID
M,47,1,18943,4,0,2,ME
M,49,1,18942,2,0,4,AZ
M,82,1,18940,2,0,5,ND
M,27,1,18936,2,0,1,VA
F,63,1,18931,3,0,2,AZ
F,43,1,18926,2,0,2,KY
M,73,4,18925,2,0,5,GA
M,46,4,18924,1,1,6,WA
F,45,1,18921,1,0,5,VA
M,53,4,18920,2,0,4,KY
F,34,1,18918,1,0,3,MA
F,23,1,18917,4,1,13,CA
F,55,1,18913,0,0,4,UT
F,49,1,18906,2,0,3,MS
F,65,1,18905,1,0,3,VA
F,33,4,18901,3,0,5,CT
F,29,1,18901,0,1,11,MI
F,55,1,18900,2,0,3,VT
F,39,1,18899,3,0,3,MT
F,41,1,18898,1,0,2,PA
F,26,1,18898,2,0,3,AR
M,44,1,18892,1,1,8,CA
F,59,1,18891,3,0,2,DE
M,49,1,18888,1,0,3,TN
F,48,1,18885,2,0,3,DE
F,82,1,18881,2,0,5,MA
F,48,1,18878,5,0,2,UT
M,30,4,18876,2,0,3,FL
M,53,1,18872,2,0,4,GA
F,30,1,18871,1,1,7,ND
M,29,4,18870,2,0,3,SD
F,32,1,18865,5,0,3,NC
F,65,4,18865,4,0,4,ID
F,71,4,18865,4,0,2,CO
F,58,1,18865,1,0,2,ND
M,50,1,18864,2,0,1,RI
F,48,4,18862,1,0,3,MT
F,36,1,18861,3,0,2,TN
F,60,1,18860,2,1,10,MD
M,36,1,18860,2,0,2,ND
M,80,1,18858,2,0,2,IA
F,61,1,18858,0,0,0,ND
M,41,1,18857,1,1,12,PA
F,65,4,18857,2,1,13,ID
F,55,4,18855,1,0,1,KS
F,45,1,18854,0,1,8,ID
M,46,1,18854,4,0,3,NM
F,55,1,18852,2,0,3,WA
M,49,1,18851,5,0,5,CA
F,40,1,18849,2,0,3,SD
F,57,4,18848,2,0,4,KS
M,48,1,18848,3,0,4,KY
M,37,1,18841,0,1,10,PA
M,55,4,18838,2,0,1,OK
F,83,4,18825,3,0,2,MT
F,43,1,18816,3,0,4,ND
M,68,1,18816,2,0,3,ID
F,36,4,18810,1,1,4,MD
F,46,4,18809,2,0,2,SC
F,31,1,18805,1,0,4,IL
M,81,4,18804,2,0,6,UT
M,27,1,18802,3,1,15,CA
F,42,1,18794,4,0,2,KS
M,22,4,18791,2,0,3,CO
M,30,1,18788,1,1,9,OR
M,24,4,18784,5,0,3,WV
M,48,1,18783,4,0,5,CT
F,60,1,18781,4,0,2,OK
M,65,1,18778,2,0,1,PA
F,89,1,18778,3,0,4,MO
M,48,1,18775,1,0,3,UT
M,51,1,18775,4,0,3,ND
F,71,1,18774,4,0,5,FL
F,22,1,18767,0,1,13,ND
M,45,4,18767,1,0,2,NV
M,33,1,18763,3,0,2,NJ
M,60,1,18762,5,0,4,NE
M,82,4,18757,3,0,5,NE
M,21,1,18752,5,1,12,MI
M,38,1,18751,4,0,3,AZ
F,24,1,18751,1,1,8,OR
M,70,1,18748,2,1,11,WA
M,46,1,18747,1,0,2,WY
M,52,1,18746,2,0,3,SD
F,24,1,18743,1,0,1,WY
M,67,1,18737,2,0,3,CT
F,59,1,18737,2,0,3,KY
M,83,1,18736,4,0,3,IA
F,58,1,18734,2,0,3,KS
F,49,4,18734,4,0,3,MI
F,33,1,18734,1,0,2,AK
M,37,1,18729,2,0,4,AL
M,59,1,18729,3,0,2,KS
F,57,1,18721,3,1,14,MD
F,77,1,18721,2,0,4,DE
M,68,1,18710,0,1,18,OR
F,64,4,18703,1,0,3,ND
M,24,4,18698,3,1,10,ID
F,34,1,18697,3,0,3,CT
F,62,1,18695,1,0,3,IL
F,38,4,18693,4,0,4,DE
M,51,1,18690,5,0,4,PA
M,51,1,18689,2,0,4,NH
F,29,1,18687,1,1,8,PA
M,57,1,18686,1,1,12,MI
M,31,1,18686,4,0,4,DE
F,21,1,18681,4,0,4,FL
M,71,1,18676,1,1,12,MD
M,61,1,18667,4,0,3,MA
M,38,1,18667,4,0,5,OR
F,76,1,18666,2,1,9,PA
M,74,1,18663,0,1,11,OR
F,42,1,18659,1,0,2,GA
F,79,1,18649,2,0,5,CO
F,49,1,18649,1,0,3,VA
F,41,4,18648,3,0,2,WY
M,29,1,18647,3,1,14,MD
M,33,1,18646,1,1,13,MI
M,45,1,18646,2,0,3,MN
F,35,4,18643,2,0,1,KS
M,43,4,18642,5,0,2,TN
M,29,1,18642,3,1,11,ID
M,28,1,18642,2,0,4,KY
M,36,4,18634,2,0,2,MD
F,62,1,18634,0,0,4,CA
M,40,1,18632,2,0,4,AL
F,65,1,18629,1,0,4,TN
F,49,1,18628,3,0,5,IA
F,43,1,18625,5,0,3,PA
M,75,1,18625,1,0,5,WY
M,67,1,18624,4,0,1,KS
M,58,4,18622,4,0,3,IN
M,40,4,18616,2,0,3,UT
M,24,1,18615,2,0,2,UT
F,77,1,18614,4,0,2,WY
M,64,1,18608,2,0,5,ME
M,60,4,18607,2,0,2,VA
M,40,1,18606,0,1,10,CA
F,67,1,18606,2,1,9,WA
M,33,1,18601,5,0,3,TN
M,54,1,18600,5,0,3,NC
M,79,4,18594,1,0,5,CA
M,58,1,18594,1,0,4,NJ
M,52,4,18593,5,0,4,SC
F,23,1,18591,3,0,4,MS
F,61,1,18591,1,0,2,AZ
M,60,4,18578,4,0,4,NY
F,45,4,18574,2,0,6,NJ
M,56,1,18573,5,0,4,SC
F,46,4,18571,4,0,2,MN
F,56,4,18567,2,0,3,IN
M,75,1,18566,3,0,3,MD
M,47,1,18561,3,0,2,GA
M,52,4,18559,1,0,3,MA
F,42,1,18557,0,1,11,ID
F,27,4,18555,1,0,1,MO
M,63,4,18552,2,0,3,SD
M,50,1,18549,4,0,3,LA
F,41,4,18546,1,0,1,WA
F,49,4,18545,3,0,3,OH
F,50,1,18544,2,0,3,AR
M,29,1,18544,4,0,3,MS
F,32,4,18538,1,0,4,ME
M,26,1,18532,1,1,11,ND
F,48,1,18531,4,0,3,WY
F,85,1,18525,2,0,2,AK
F,58,4,18520,3,1,13,ID
M,25,4,18519,1,0,5,DC
M,40,1,18514,2,0,2,WV
F,39,1,18509,3,0,2,OH
F,41,1,18508,3,0,5,OK
F,39,4,18506,2,0,2,AR
M,46,1,18502,1,0,3,NM
M,47,4,18496,1,0,3,IA
M,29,4,18496,5,1,12,PA
M,29,1,18495,2,1,8,ID
M,57,1,18494,3,0,2,MD
F,38,1,18491,2,0,2,IL
M,65,1,18489,5,0,4,IN
M,31,4,18489,1,0,4,KY
F,63,4,18488,5,0,4,WV
F,43,1,18478,1,0,3,MO
F,43,1,18475,2,0,3,AK
F,49,1,18472,1,0,3,NM
M,53,4,18472,3,1,14,PA
M,34,1,18468,0,1,14,PA
F,45,1,18465,4,0,3,RI
M,66,4,18464,3,0,1,DE
M,28,1,18462,0,1,6,MD
F,41,4,18462,3,0,3,VA
M,54,4,18460,1,1,7,PA
F,75,1,18457,1,1,8,PA
M,20,1,18453,1,1,6,ID
F,42,1,18446,0,1,12,ND
